iso_8601,yyyy,yy,mmmm,mmm,mm,dd,ddd,dddd,q
2017-07-22,2017,17,July,Jul,07,22,Sat,Saturday,3
2017-07-23,2017,17,July,Jul,07,23,Sun,Sunday,3
2017-07-24,2017,17,July,Jul,07,24,Mon,Monday,3
2017-07-25,2017,17,July,Jul,07,25,Tue,Tuesday,3
2017-07-26,2017,17,July,Jul,07,26,Wed,Wednesday,3
2017-07-27,2017,17,July,Jul,07,27,Thu,Thursday,3
2017-07-28,2017,17,July,Jul,07,28,Fri,Friday,3
2017-07-29,2017,17,July,Jul,07,29,Sat,Saturday,3
2017-07-30,2017,17,July,Jul,07,30,Sun,Sunday,3
2017-07-31,2017,17,July,Jul,07,31,Mon,Monday,3
2017-08-01,2017,17,August,Aug,08,01,Tue,Tuesday,3
2017-08-02,2017,17,August,Aug,08,02,Wed,Wednesday,3
2017-08-03,2017,17,August,Aug,08,03,Thu,Thursday,3
2017-08-04,2017,17,August,Aug,08,04,Fri,Friday,3
2017-08-05,2017,17,August,Aug,08,05,Sat,Saturday,3
2017-08-06,2017,17,August,Aug,08,06,Sun,Sunday,3
2017-08-07,2017,17,August,Aug,08,07,Mon,Monday,3
2017-08-08,2017,17,August,Aug,08,08,Tue,Tuesday,3
2017-08-09,2017,17,August,Aug,08,09,Wed,Wednesday,3
2017-08-10,2017,17,August,Aug,08,10,Thu,Thursday,3
2017-08-11,2017,17,August,Aug,08,11,Fri,Friday,3
2017-08-12,2017,17,August,Aug,08,12,Sat,Saturday,3
2017-08-13,2017,17,August,Aug,08,13,Sun,Sunday,3
2017-08-14,2017,17,August,Aug,08,14,Mon,Monday,3
2017-08-15,2017,17,August,Aug,08,15,Tue,Tuesday,3
2017-08-16,2017,17,August,Aug,08,16,Wed,Wednesday,3
2017-08-17,2017,17,August,Aug,08,17,Thu,Thursday,3
2017-08-18,2017,17,August,Aug,08,18,Fri,Friday,3
2017-08-19,2017,17,August,Aug,08,19,Sat,Saturday,3
2017-08-20,2017,17,August,Aug,08,20,Sun,Sunday,3
2017-08-21,2017,17,August,Aug,08,21,Mon,Monday,3
2017-08-22,2017,17,August,Aug,08,22,Tue,Tuesday,3
2017-08-23,2017,17,August,Aug,08,23,Wed,Wednesday,3
2017-08-24,2017,17,August,Aug,08,24,Thu,Thursday,3
2017-08-25,2017,17,August,Aug,08,25,Fri,Friday,3
2017-08-26,2017,17,August,Aug,08,26,Sat,Saturday,3
2017-08-27,2017,17,August,Aug,08,27,Sun,Sunday,3
2017-08-28,2017,17,August,Aug,08,28,Mon,Monday,3
2017-08-29,2017,17,August,Aug,08,29,Tue,Tuesday,3
2017-08-30,2017,17,August,Aug,08,30,Wed,Wednesday,3
2017-08-31,2017,17,August,Aug,08,31,Thu,Thursday,3
2017-09-01,2017,17,September,Sep,09,01,Fri,Friday,3
2017-09-02,2017,17,September,Sep,09,02,Sat,Saturday,3
2017-09-03,2017,17,September,Sep,09,03,Sun,Sunday,3
2017-09-04,2017,17,September,Sep,09,04,Mon,Monday,3
2017-09-05,2017,17,September,Sep,09,05,Tue,Tuesday,3
2017-09-06,2017,17,September,Sep,09,06,Wed,Wednesday,3
2017-09-07,2017,17,September,Sep,09,07,Thu,Thursday,3
2017-09-08,2017,17,September,Sep,09,08,Fri,Friday,3
2017-09-09,2017,17,September,Sep,09,09,Sat,Saturday,3
2017-09-10,2017,17,September,Sep,09,10,Sun,Sunday,3
2017-09-11,2017,17,September,Sep,09,11,Mon,Monday,3
2017-09-12,2017,17,September,Sep,09,12,Tue,Tuesday,3
2017-09-13,2017,17,September,Sep,09,13,Wed,Wednesday,3
2017-09-14,2017,17,September,Sep,09,14,Thu,Thursday,3
2017-09-15,2017,17,September,Sep,09,15,Fri,Friday,3
2017-09-16,2017,17,September,Sep,09,16,Sat,Saturday,3
2017-09-17,2017,17,September,Sep,09,17,Sun,Sunday,3
2017-09-18,2017,17,September,Sep,09,18,Mon,Monday,3
2017-09-19,2017,17,September,Sep,09,19,Tue,Tuesday,3
2017-09-20,2017,17,September,Sep,09,20,Wed,Wednesday,3
2017-09-21,2017,17,September,Sep,09,21,Thu,Thursday,3
2017-09-22,2017,17,September,Sep,09,22,Fri,Friday,3
2017-09-23,2017,17,September,Sep,09,23,Sat,Saturday,3
2017-09-24,2017,17,September,Sep,09,24,Sun,Sunday,3
2017-09-25,2017,17,September,Sep,09,25,Mon,Monday,3
2017-09-26,2017,17,September,Sep,09,26,Tue,Tuesday,3
2017-09-27,2017,17,September,Sep,09,27,Wed,Wednesday,3
2017-09-28,2017,17,September,Sep,09,28,Thu,Thursday,3
2017-09-29,2017,17,September,Sep,09,29,Fri,Friday,3
2017-09-30,2017,17,September,Sep,09,30,Sat,Saturday,3
2017-10-01,2017,17,October,Oct,10,01,Sun,Sunday,4
2017-10-02,2017,17,October,Oct,10,02,Mon,Monday,4
2017-10-03,2017,17,October,Oct,10,03,Tue,Tuesday,4
2017-10-04,2017,17,October,Oct,10,04,Wed,Wednesday,4
2017-10-05,2017,17,October,Oct,10,05,Thu,Thursday,4
2017-10-06,2017,17,October,Oct,10,06,Fri,Friday,4
2017-10-07,2017,17,October,Oct,10,07,Sat,Saturday,4
2017-10-08,2017,17,October,Oct,10,08,Sun,Sunday,4
2017-10-09,2017,17,October,Oct,10,09,Mon,Monday,4
2017-10-10,2017,17,October,Oct,10,10,Tue,Tuesday,4
2017-10-11,2017,17,October,Oct,10,11,Wed,Wednesday,4
2017-10-12,2017,17,October,Oct,10,12,Thu,Thursday,4
2017-10-13,2017,17,October,Oct,10,13,Fri,Friday,4
2017-10-14,2017,17,October,Oct,10,14,Sat,Saturday,4
2017-10-15,2017,17,October,Oct,10,15,Sun,Sunday,4
2017-10-16,2017,17,October,Oct,10,16,Mon,Monday,4
2017-10-17,2017,17,October,Oct,10,17,Tue,Tuesday,4
2017-10-18,2017,17,October,Oct,10,18,Wed,Wednesday,4
2017-10-19,2017,17,October,Oct,10,19,Thu,Thursday,4
2017-10-20,2017,17,October,Oct,10,20,Fri,Friday,4
2017-10-21,2017,17,October,Oct,10,21,Sat,Saturday,4
2017-10-22,2017,17,October,Oct,10,22,Sun,Sunday,4
2017-10-23,2017,17,October,Oct,10,23,Mon,Monday,4
2017-10-24,2017,17,October,Oct,10,24,Tue,Tuesday,4
2017-10-25,2017,17,October,Oct,10,25,Wed,Wednesday,4
2017-10-26,2017,17,October,Oct,10,26,Thu,Thursday,4
2017-10-27,2017,17,October,Oct,10,27,Fri,Friday,4
2017-10-28,2017,17,October,Oct,10,28,Sat,Saturday,4
2017-10-29,2017,17,October,Oct,10,29,Sun,Sunday,4
2017-10-30,2017,17,October,Oct,10,30,Mon,Monday,4
2017-10-31,2017,17,October,Oct,10,31,Tue,Tuesday,4
2017-11-01,2017,17,November,Nov,11,01,Wed,Wednesday,4
2017-11-02,2017,17,November,Nov,11,02,Thu,Thursday,4
2017-11-03,2017,17,November,Nov,11,03,Fri,Friday,4
2017-11-04,2017,17,November,Nov,11,04,Sat,Saturday,4
2017-11-05,2017,17,November,Nov,11,05,Sun,Sunday,4
2017-11-06,2017,17,November,Nov,11,06,Mon,Monday,4
2017-11-07,2017,17,November,Nov,11,07,Tue,Tuesday,4
2017-11-08,2017,17,November,Nov,11,08,Wed,Wednesday,4
2017-11-09,2017,17,November,Nov,11,09,Thu,Thursday,4
2017-11-10,2017,17,November,Nov,11,10,Fri,Friday,4
2017-11-11,2017,17,November,Nov,11,11,Sat,Saturday,4
2017-11-12,2017,17,November,Nov,11,12,Sun,Sunday,4
2017-11-13,2017,17,November,Nov,11,13,Mon,Monday,4
2017-11-14,2017,17,November,Nov,11,14,Tue,Tuesday,4
2017-11-15,2017,17,November,Nov,11,15,Wed,Wednesday,4
2017-11-16,2017,17,November,Nov,11,16,Thu,Thursday,4
2017-11-17,2017,17,November,Nov,11,17,Fri,Friday,4
2017-11-18,2017,17,November,Nov,11,18,Sat,Saturday,4
2017-11-19,2017,17,November,Nov,11,19,Sun,Sunday,4
2017-11-20,2017,17,November,Nov,11,20,Mon,Monday,4
2017-11-21,2017,17,November,Nov,11,21,Tue,Tuesday,4
2017-11-22,2017,17,November,Nov,11,22,Wed,Wednesday,4
2017-11-23,2017,17,November,Nov,11,23,Thu,Thursday,4
2017-11-24,2017,17,November,Nov,11,24,Fri,Friday,4
2017-11-25,2017,17,November,Nov,11,25,Sat,Saturday,4
2017-11-26,2017,17,November,Nov,11,26,Sun,Sunday,4
2017-11-27,2017,17,November,Nov,11,27,Mon,Monday,4
2017-11-28,2017,17,November,Nov,11,28,Tue,Tuesday,4
2017-11-29,2017,17,November,Nov,11,29,Wed,Wednesday,4
2017-11-30,2017,17,November,Nov,11,30,Thu,Thursday,4
2017-12-01,2017,17,December,Dec,12,01,Fri,Friday,4
2017-12-02,2017,17,December,Dec,12,02,Sat,Saturday,4
2017-12-03,2017,17,December,Dec,12,03,Sun,Sunday,4
2017-12-04,2017,17,December,Dec,12,04,Mon,Monday,4
2017-12-05,2017,17,December,Dec,12,05,Tue,Tuesday,4
2017-12-06,2017,17,December,Dec,12,06,Wed,Wednesday,4
2017-12-07,2017,17,December,Dec,12,07,Thu,Thursday,4
2017-12-08,2017,17,December,Dec,12,08,Fri,Friday,4
2017-12-09,2017,17,December,Dec,12,09,Sat,Saturday,4
2017-12-10,2017,17,December,Dec,12,10,Sun,Sunday,4
2017-12-11,2017,17,December,Dec,12,11,Mon,Monday,4
2017-12-12,2017,17,December,Dec,12,12,Tue,Tuesday,4
2017-12-13,2017,17,December,Dec,12,13,Wed,Wednesday,4
2017-12-14,2017,17,December,Dec,12,14,Thu,Thursday,4
2017-12-15,2017,17,December,Dec,12,15,Fri,Friday,4
2017-12-16,2017,17,December,Dec,12,16,Sat,Saturday,4
2017-12-17,2017,17,December,Dec,12,17,Sun,Sunday,4
2017-12-18,2017,17,December,Dec,12,18,Mon,Monday,4
2017-12-19,2017,17,December,Dec,12,19,Tue,Tuesday,4
2017-12-20,2017,17,December,Dec,12,20,Wed,Wednesday,4
2017-12-21,2017,17,December,Dec,12,21,Thu,Thursday,4
2017-12-22,2017,17,December,Dec,12,22,Fri,Friday,4
2017-12-23,2017,17,December,Dec,12,23,Sat,Saturday,4
2017-12-24,2017,17,December,Dec,12,24,Sun,Sunday,4
2017-12-25,2017,17,December,Dec,12,25,Mon,Monday,4
2017-12-26,2017,17,December,Dec,12,26,Tue,Tuesday,4
2017-12-27,2017,17,December,Dec,12,27,Wed,Wednesday,4
2017-12-28,2017,17,December,Dec,12,28,Thu,Thursday,4
2017-12-29,2017,17,December,Dec,12,29,Fri,Friday,4
2017-12-30,2017,17,December,Dec,12,30,Sat,Saturday,4
2017-12-31,2017,17,December,Dec,12,31,Sun,Sunday,4
