iso_8601,seconds_in_day,HH,MM,SS,bucket
05:25:59,19559,05,25,59,EARLY MORNING
05:26:00,19560,05,26,00,EARLY MORNING
05:26:01,19561,05,26,01,EARLY MORNING
05:26:02,19562,05,26,02,EARLY MORNING
05:26:03,19563,05,26,03,EARLY MORNING
05:26:04,19564,05,26,04,EARLY MORNING
05:26:05,19565,05,26,05,EARLY MORNING
05:26:06,19566,05,26,06,EARLY MORNING
05:26:07,19567,05,26,07,EARLY MORNING
05:26:08,19568,05,26,08,EARLY MORNING
05:26:09,19569,05,26,09,EARLY MORNING
05:26:10,19570,05,26,10,EARLY MORNING
05:26:11,19571,05,26,11,EARLY MORNING
05:26:12,19572,05,26,12,EARLY MORNING
05:26:13,19573,05,26,13,EARLY MORNING
05:26:14,19574,05,26,14,EARLY MORNING
05:26:15,19575,05,26,15,EARLY MORNING
05:26:16,19576,05,26,16,EARLY MORNING
05:26:17,19577,05,26,17,EARLY MORNING
05:26:18,19578,05,26,18,EARLY MORNING
05:26:19,19579,05,26,19,EARLY MORNING
05:26:20,19580,05,26,20,EARLY MORNING
05:26:21,19581,05,26,21,EARLY MORNING
05:26:22,19582,05,26,22,EARLY MORNING
05:26:23,19583,05,26,23,EARLY MORNING
05:26:24,19584,05,26,24,EARLY MORNING
05:26:25,19585,05,26,25,EARLY MORNING
05:26:26,19586,05,26,26,EARLY MORNING
05:26:27,19587,05,26,27,EARLY MORNING
05:26:28,19588,05,26,28,EARLY MORNING
05:26:29,19589,05,26,29,EARLY MORNING
05:26:30,19590,05,26,30,EARLY MORNING
05:26:31,19591,05,26,31,EARLY MORNING
05:26:32,19592,05,26,32,EARLY MORNING
05:26:33,19593,05,26,33,EARLY MORNING
05:26:34,19594,05,26,34,EARLY MORNING
05:26:35,19595,05,26,35,EARLY MORNING
05:26:36,19596,05,26,36,EARLY MORNING
05:26:37,19597,05,26,37,EARLY MORNING
05:26:38,19598,05,26,38,EARLY MORNING
05:26:39,19599,05,26,39,EARLY MORNING
05:26:40,19600,05,26,40,EARLY MORNING
05:26:41,19601,05,26,41,EARLY MORNING
05:26:42,19602,05,26,42,EARLY MORNING
05:26:43,19603,05,26,43,EARLY MORNING
05:26:44,19604,05,26,44,EARLY MORNING
05:26:45,19605,05,26,45,EARLY MORNING
05:26:46,19606,05,26,46,EARLY MORNING
05:26:47,19607,05,26,47,EARLY MORNING
05:26:48,19608,05,26,48,EARLY MORNING
05:26:49,19609,05,26,49,EARLY MORNING
05:26:50,19610,05,26,50,EARLY MORNING
05:26:51,19611,05,26,51,EARLY MORNING
05:26:52,19612,05,26,52,EARLY MORNING
05:26:53,19613,05,26,53,EARLY MORNING
05:26:54,19614,05,26,54,EARLY MORNING
05:26:55,19615,05,26,55,EARLY MORNING
05:26:56,19616,05,26,56,EARLY MORNING
05:26:57,19617,05,26,57,EARLY MORNING
05:26:58,19618,05,26,58,EARLY MORNING
05:26:59,19619,05,26,59,EARLY MORNING
05:27:00,19620,05,27,00,EARLY MORNING
05:27:01,19621,05,27,01,EARLY MORNING
05:27:02,19622,05,27,02,EARLY MORNING
05:27:03,19623,05,27,03,EARLY MORNING
05:27:04,19624,05,27,04,EARLY MORNING
05:27:05,19625,05,27,05,EARLY MORNING
05:27:06,19626,05,27,06,EARLY MORNING
05:27:07,19627,05,27,07,EARLY MORNING
05:27:08,19628,05,27,08,EARLY MORNING
05:27:09,19629,05,27,09,EARLY MORNING
05:27:10,19630,05,27,10,EARLY MORNING
05:27:11,19631,05,27,11,EARLY MORNING
05:27:12,19632,05,27,12,EARLY MORNING
05:27:13,19633,05,27,13,EARLY MORNING
05:27:14,19634,05,27,14,EARLY MORNING
05:27:15,19635,05,27,15,EARLY MORNING
05:27:16,19636,05,27,16,EARLY MORNING
05:27:17,19637,05,27,17,EARLY MORNING
05:27:18,19638,05,27,18,EARLY MORNING
05:27:19,19639,05,27,19,EARLY MORNING
05:27:20,19640,05,27,20,EARLY MORNING
05:27:21,19641,05,27,21,EARLY MORNING
05:27:22,19642,05,27,22,EARLY MORNING
05:27:23,19643,05,27,23,EARLY MORNING
05:27:24,19644,05,27,24,EARLY MORNING
05:27:25,19645,05,27,25,EARLY MORNING
05:27:26,19646,05,27,26,EARLY MORNING
05:27:27,19647,05,27,27,EARLY MORNING
05:27:28,19648,05,27,28,EARLY MORNING
05:27:29,19649,05,27,29,EARLY MORNING
05:27:30,19650,05,27,30,EARLY MORNING
05:27:31,19651,05,27,31,EARLY MORNING
05:27:32,19652,05,27,32,EARLY MORNING
05:27:33,19653,05,27,33,EARLY MORNING
05:27:34,19654,05,27,34,EARLY MORNING
05:27:35,19655,05,27,35,EARLY MORNING
05:27:36,19656,05,27,36,EARLY MORNING
05:27:37,19657,05,27,37,EARLY MORNING
05:27:38,19658,05,27,38,EARLY MORNING
05:27:39,19659,05,27,39,EARLY MORNING
05:27:40,19660,05,27,40,EARLY MORNING
05:27:41,19661,05,27,41,EARLY MORNING
05:27:42,19662,05,27,42,EARLY MORNING
05:27:43,19663,05,27,43,EARLY MORNING
05:27:44,19664,05,27,44,EARLY MORNING
05:27:45,19665,05,27,45,EARLY MORNING
05:27:46,19666,05,27,46,EARLY MORNING
05:27:47,19667,05,27,47,EARLY MORNING
05:27:48,19668,05,27,48,EARLY MORNING
05:27:49,19669,05,27,49,EARLY MORNING
05:27:50,19670,05,27,50,EARLY MORNING
05:27:51,19671,05,27,51,EARLY MORNING
05:27:52,19672,05,27,52,EARLY MORNING
05:27:53,19673,05,27,53,EARLY MORNING
05:27:54,19674,05,27,54,EARLY MORNING
05:27:55,19675,05,27,55,EARLY MORNING
05:27:56,19676,05,27,56,EARLY MORNING
05:27:57,19677,05,27,57,EARLY MORNING
05:27:58,19678,05,27,58,EARLY MORNING
05:27:59,19679,05,27,59,EARLY MORNING
05:28:00,19680,05,28,00,EARLY MORNING
05:28:01,19681,05,28,01,EARLY MORNING
05:28:02,19682,05,28,02,EARLY MORNING
05:28:03,19683,05,28,03,EARLY MORNING
05:28:04,19684,05,28,04,EARLY MORNING
05:28:05,19685,05,28,05,EARLY MORNING
05:28:06,19686,05,28,06,EARLY MORNING
05:28:07,19687,05,28,07,EARLY MORNING
05:28:08,19688,05,28,08,EARLY MORNING
05:28:09,19689,05,28,09,EARLY MORNING
05:28:10,19690,05,28,10,EARLY MORNING
05:28:11,19691,05,28,11,EARLY MORNING
05:28:12,19692,05,28,12,EARLY MORNING
05:28:13,19693,05,28,13,EARLY MORNING
05:28:14,19694,05,28,14,EARLY MORNING
05:28:15,19695,05,28,15,EARLY MORNING
05:28:16,19696,05,28,16,EARLY MORNING
05:28:17,19697,05,28,17,EARLY MORNING
05:28:18,19698,05,28,18,EARLY MORNING
05:28:19,19699,05,28,19,EARLY MORNING
05:28:20,19700,05,28,20,EARLY MORNING
05:28:21,19701,05,28,21,EARLY MORNING
05:28:22,19702,05,28,22,EARLY MORNING
05:28:23,19703,05,28,23,EARLY MORNING
05:28:24,19704,05,28,24,EARLY MORNING
05:28:25,19705,05,28,25,EARLY MORNING
05:28:26,19706,05,28,26,EARLY MORNING
05:28:27,19707,05,28,27,EARLY MORNING
05:28:28,19708,05,28,28,EARLY MORNING
05:28:29,19709,05,28,29,EARLY MORNING
05:28:30,19710,05,28,30,EARLY MORNING
05:28:31,19711,05,28,31,EARLY MORNING
05:28:32,19712,05,28,32,EARLY MORNING
05:28:33,19713,05,28,33,EARLY MORNING
05:28:34,19714,05,28,34,EARLY MORNING
05:28:35,19715,05,28,35,EARLY MORNING
05:28:36,19716,05,28,36,EARLY MORNING
05:28:37,19717,05,28,37,EARLY MORNING
05:28:38,19718,05,28,38,EARLY MORNING
05:28:39,19719,05,28,39,EARLY MORNING
05:28:40,19720,05,28,40,EARLY MORNING
05:28:41,19721,05,28,41,EARLY MORNING
05:28:42,19722,05,28,42,EARLY MORNING
05:28:43,19723,05,28,43,EARLY MORNING
05:28:44,19724,05,28,44,EARLY MORNING
05:28:45,19725,05,28,45,EARLY MORNING
05:28:46,19726,05,28,46,EARLY MORNING
05:28:47,19727,05,28,47,EARLY MORNING
05:28:48,19728,05,28,48,EARLY MORNING
05:28:49,19729,05,28,49,EARLY MORNING
05:28:50,19730,05,28,50,EARLY MORNING
05:28:51,19731,05,28,51,EARLY MORNING
05:28:52,19732,05,28,52,EARLY MORNING
05:28:53,19733,05,28,53,EARLY MORNING
05:28:54,19734,05,28,54,EARLY MORNING
05:28:55,19735,05,28,55,EARLY MORNING
05:28:56,19736,05,28,56,EARLY MORNING
05:28:57,19737,05,28,57,EARLY MORNING
05:28:58,19738,05,28,58,EARLY MORNING
05:28:59,19739,05,28,59,EARLY MORNING
05:29:00,19740,05,29,00,EARLY MORNING
05:29:01,19741,05,29,01,EARLY MORNING
05:29:02,19742,05,29,02,EARLY MORNING
05:29:03,19743,05,29,03,EARLY MORNING
05:29:04,19744,05,29,04,EARLY MORNING
05:29:05,19745,05,29,05,EARLY MORNING
05:29:06,19746,05,29,06,EARLY MORNING
05:29:07,19747,05,29,07,EARLY MORNING
05:29:08,19748,05,29,08,EARLY MORNING
05:29:09,19749,05,29,09,EARLY MORNING
05:29:10,19750,05,29,10,EARLY MORNING
05:29:11,19751,05,29,11,EARLY MORNING
05:29:12,19752,05,29,12,EARLY MORNING
05:29:13,19753,05,29,13,EARLY MORNING
05:29:14,19754,05,29,14,EARLY MORNING
05:29:15,19755,05,29,15,EARLY MORNING
05:29:16,19756,05,29,16,EARLY MORNING
05:29:17,19757,05,29,17,EARLY MORNING
05:29:18,19758,05,29,18,EARLY MORNING
05:29:19,19759,05,29,19,EARLY MORNING
05:29:20,19760,05,29,20,EARLY MORNING
05:29:21,19761,05,29,21,EARLY MORNING
05:29:22,19762,05,29,22,EARLY MORNING
05:29:23,19763,05,29,23,EARLY MORNING
05:29:24,19764,05,29,24,EARLY MORNING
05:29:25,19765,05,29,25,EARLY MORNING
05:29:26,19766,05,29,26,EARLY MORNING
05:29:27,19767,05,29,27,EARLY MORNING
05:29:28,19768,05,29,28,EARLY MORNING
05:29:29,19769,05,29,29,EARLY MORNING
05:29:30,19770,05,29,30,EARLY MORNING
05:29:31,19771,05,29,31,EARLY MORNING
05:29:32,19772,05,29,32,EARLY MORNING
05:29:33,19773,05,29,33,EARLY MORNING
05:29:34,19774,05,29,34,EARLY MORNING
05:29:35,19775,05,29,35,EARLY MORNING
05:29:36,19776,05,29,36,EARLY MORNING
05:29:37,19777,05,29,37,EARLY MORNING
05:29:38,19778,05,29,38,EARLY MORNING
05:29:39,19779,05,29,39,EARLY MORNING
05:29:40,19780,05,29,40,EARLY MORNING
05:29:41,19781,05,29,41,EARLY MORNING
05:29:42,19782,05,29,42,EARLY MORNING
05:29:43,19783,05,29,43,EARLY MORNING
05:29:44,19784,05,29,44,EARLY MORNING
05:29:45,19785,05,29,45,EARLY MORNING
05:29:46,19786,05,29,46,EARLY MORNING
05:29:47,19787,05,29,47,EARLY MORNING
05:29:48,19788,05,29,48,EARLY MORNING
05:29:49,19789,05,29,49,EARLY MORNING
05:29:50,19790,05,29,50,EARLY MORNING
05:29:51,19791,05,29,51,EARLY MORNING
05:29:52,19792,05,29,52,EARLY MORNING
05:29:53,19793,05,29,53,EARLY MORNING
05:29:54,19794,05,29,54,EARLY MORNING
05:29:55,19795,05,29,55,EARLY MORNING
05:29:56,19796,05,29,56,EARLY MORNING
05:29:57,19797,05,29,57,EARLY MORNING
05:29:58,19798,05,29,58,EARLY MORNING
05:29:59,19799,05,29,59,EARLY MORNING
05:30:00,19800,05,30,00,EARLY MORNING
05:30:01,19801,05,30,01,EARLY MORNING
05:30:02,19802,05,30,02,EARLY MORNING
05:30:03,19803,05,30,03,EARLY MORNING
05:30:04,19804,05,30,04,EARLY MORNING
05:30:05,19805,05,30,05,EARLY MORNING
05:30:06,19806,05,30,06,EARLY MORNING
05:30:07,19807,05,30,07,EARLY MORNING
05:30:08,19808,05,30,08,EARLY MORNING
05:30:09,19809,05,30,09,EARLY MORNING
05:30:10,19810,05,30,10,EARLY MORNING
05:30:11,19811,05,30,11,EARLY MORNING
05:30:12,19812,05,30,12,EARLY MORNING
05:30:13,19813,05,30,13,EARLY MORNING
05:30:14,19814,05,30,14,EARLY MORNING
05:30:15,19815,05,30,15,EARLY MORNING
05:30:16,19816,05,30,16,EARLY MORNING
05:30:17,19817,05,30,17,EARLY MORNING
05:30:18,19818,05,30,18,EARLY MORNING
05:30:19,19819,05,30,19,EARLY MORNING
05:30:20,19820,05,30,20,EARLY MORNING
05:30:21,19821,05,30,21,EARLY MORNING
05:30:22,19822,05,30,22,EARLY MORNING
05:30:23,19823,05,30,23,EARLY MORNING
05:30:24,19824,05,30,24,EARLY MORNING
05:30:25,19825,05,30,25,EARLY MORNING
05:30:26,19826,05,30,26,EARLY MORNING
05:30:27,19827,05,30,27,EARLY MORNING
05:30:28,19828,05,30,28,EARLY MORNING
05:30:29,19829,05,30,29,EARLY MORNING
05:30:30,19830,05,30,30,EARLY MORNING
05:30:31,19831,05,30,31,EARLY MORNING
05:30:32,19832,05,30,32,EARLY MORNING
05:30:33,19833,05,30,33,EARLY MORNING
05:30:34,19834,05,30,34,EARLY MORNING
05:30:35,19835,05,30,35,EARLY MORNING
05:30:36,19836,05,30,36,EARLY MORNING
05:30:37,19837,05,30,37,EARLY MORNING
05:30:38,19838,05,30,38,EARLY MORNING
05:30:39,19839,05,30,39,EARLY MORNING
05:30:40,19840,05,30,40,EARLY MORNING
05:30:41,19841,05,30,41,EARLY MORNING
05:30:42,19842,05,30,42,EARLY MORNING
05:30:43,19843,05,30,43,EARLY MORNING
05:30:44,19844,05,30,44,EARLY MORNING
05:30:45,19845,05,30,45,EARLY MORNING
05:30:46,19846,05,30,46,EARLY MORNING
05:30:47,19847,05,30,47,EARLY MORNING
05:30:48,19848,05,30,48,EARLY MORNING
05:30:49,19849,05,30,49,EARLY MORNING
05:30:50,19850,05,30,50,EARLY MORNING
05:30:51,19851,05,30,51,EARLY MORNING
05:30:52,19852,05,30,52,EARLY MORNING
05:30:53,19853,05,30,53,EARLY MORNING
05:30:54,19854,05,30,54,EARLY MORNING
05:30:55,19855,05,30,55,EARLY MORNING
05:30:56,19856,05,30,56,EARLY MORNING
05:30:57,19857,05,30,57,EARLY MORNING
05:30:58,19858,05,30,58,EARLY MORNING
05:30:59,19859,05,30,59,EARLY MORNING
05:31:00,19860,05,31,00,EARLY MORNING
05:31:01,19861,05,31,01,EARLY MORNING
05:31:02,19862,05,31,02,EARLY MORNING
05:31:03,19863,05,31,03,EARLY MORNING
05:31:04,19864,05,31,04,EARLY MORNING
05:31:05,19865,05,31,05,EARLY MORNING
05:31:06,19866,05,31,06,EARLY MORNING
05:31:07,19867,05,31,07,EARLY MORNING
05:31:08,19868,05,31,08,EARLY MORNING
05:31:09,19869,05,31,09,EARLY MORNING
05:31:10,19870,05,31,10,EARLY MORNING
05:31:11,19871,05,31,11,EARLY MORNING
05:31:12,19872,05,31,12,EARLY MORNING
05:31:13,19873,05,31,13,EARLY MORNING
05:31:14,19874,05,31,14,EARLY MORNING
05:31:15,19875,05,31,15,EARLY MORNING
05:31:16,19876,05,31,16,EARLY MORNING
05:31:17,19877,05,31,17,EARLY MORNING
05:31:18,19878,05,31,18,EARLY MORNING
05:31:19,19879,05,31,19,EARLY MORNING
05:31:20,19880,05,31,20,EARLY MORNING
05:31:21,19881,05,31,21,EARLY MORNING
05:31:22,19882,05,31,22,EARLY MORNING
05:31:23,19883,05,31,23,EARLY MORNING
05:31:24,19884,05,31,24,EARLY MORNING
05:31:25,19885,05,31,25,EARLY MORNING
05:31:26,19886,05,31,26,EARLY MORNING
05:31:27,19887,05,31,27,EARLY MORNING
05:31:28,19888,05,31,28,EARLY MORNING
05:31:29,19889,05,31,29,EARLY MORNING
05:31:30,19890,05,31,30,EARLY MORNING
05:31:31,19891,05,31,31,EARLY MORNING
05:31:32,19892,05,31,32,EARLY MORNING
05:31:33,19893,05,31,33,EARLY MORNING
05:31:34,19894,05,31,34,EARLY MORNING
05:31:35,19895,05,31,35,EARLY MORNING
05:31:36,19896,05,31,36,EARLY MORNING
05:31:37,19897,05,31,37,EARLY MORNING
05:31:38,19898,05,31,38,EARLY MORNING
05:31:39,19899,05,31,39,EARLY MORNING
05:31:40,19900,05,31,40,EARLY MORNING
05:31:41,19901,05,31,41,EARLY MORNING
05:31:42,19902,05,31,42,EARLY MORNING
05:31:43,19903,05,31,43,EARLY MORNING
05:31:44,19904,05,31,44,EARLY MORNING
05:31:45,19905,05,31,45,EARLY MORNING
05:31:46,19906,05,31,46,EARLY MORNING
05:31:47,19907,05,31,47,EARLY MORNING
05:31:48,19908,05,31,48,EARLY MORNING
05:31:49,19909,05,31,49,EARLY MORNING
05:31:50,19910,05,31,50,EARLY MORNING
05:31:51,19911,05,31,51,EARLY MORNING
05:31:52,19912,05,31,52,EARLY MORNING
05:31:53,19913,05,31,53,EARLY MORNING
05:31:54,19914,05,31,54,EARLY MORNING
05:31:55,19915,05,31,55,EARLY MORNING
05:31:56,19916,05,31,56,EARLY MORNING
05:31:57,19917,05,31,57,EARLY MORNING
05:31:58,19918,05,31,58,EARLY MORNING
05:31:59,19919,05,31,59,EARLY MORNING
05:32:00,19920,05,32,00,EARLY MORNING
05:32:01,19921,05,32,01,EARLY MORNING
05:32:02,19922,05,32,02,EARLY MORNING
05:32:03,19923,05,32,03,EARLY MORNING
05:32:04,19924,05,32,04,EARLY MORNING
05:32:05,19925,05,32,05,EARLY MORNING
05:32:06,19926,05,32,06,EARLY MORNING
05:32:07,19927,05,32,07,EARLY MORNING
05:32:08,19928,05,32,08,EARLY MORNING
05:32:09,19929,05,32,09,EARLY MORNING
05:32:10,19930,05,32,10,EARLY MORNING
05:32:11,19931,05,32,11,EARLY MORNING
05:32:12,19932,05,32,12,EARLY MORNING
05:32:13,19933,05,32,13,EARLY MORNING
05:32:14,19934,05,32,14,EARLY MORNING
05:32:15,19935,05,32,15,EARLY MORNING
05:32:16,19936,05,32,16,EARLY MORNING
05:32:17,19937,05,32,17,EARLY MORNING
05:32:18,19938,05,32,18,EARLY MORNING
05:32:19,19939,05,32,19,EARLY MORNING
05:32:20,19940,05,32,20,EARLY MORNING
05:32:21,19941,05,32,21,EARLY MORNING
05:32:22,19942,05,32,22,EARLY MORNING
05:32:23,19943,05,32,23,EARLY MORNING
05:32:24,19944,05,32,24,EARLY MORNING
05:32:25,19945,05,32,25,EARLY MORNING
05:32:26,19946,05,32,26,EARLY MORNING
05:32:27,19947,05,32,27,EARLY MORNING
05:32:28,19948,05,32,28,EARLY MORNING
05:32:29,19949,05,32,29,EARLY MORNING
05:32:30,19950,05,32,30,EARLY MORNING
05:32:31,19951,05,32,31,EARLY MORNING
05:32:32,19952,05,32,32,EARLY MORNING
05:32:33,19953,05,32,33,EARLY MORNING
05:32:34,19954,05,32,34,EARLY MORNING
05:32:35,19955,05,32,35,EARLY MORNING
05:32:36,19956,05,32,36,EARLY MORNING
05:32:37,19957,05,32,37,EARLY MORNING
05:32:38,19958,05,32,38,EARLY MORNING
05:32:39,19959,05,32,39,EARLY MORNING
05:32:40,19960,05,32,40,EARLY MORNING
05:32:41,19961,05,32,41,EARLY MORNING
05:32:42,19962,05,32,42,EARLY MORNING
05:32:43,19963,05,32,43,EARLY MORNING
05:32:44,19964,05,32,44,EARLY MORNING
05:32:45,19965,05,32,45,EARLY MORNING
05:32:46,19966,05,32,46,EARLY MORNING
05:32:47,19967,05,32,47,EARLY MORNING
05:32:48,19968,05,32,48,EARLY MORNING
05:32:49,19969,05,32,49,EARLY MORNING
05:32:50,19970,05,32,50,EARLY MORNING
05:32:51,19971,05,32,51,EARLY MORNING
05:32:52,19972,05,32,52,EARLY MORNING
05:32:53,19973,05,32,53,EARLY MORNING
05:32:54,19974,05,32,54,EARLY MORNING
05:32:55,19975,05,32,55,EARLY MORNING
05:32:56,19976,05,32,56,EARLY MORNING
05:32:57,19977,05,32,57,EARLY MORNING
05:32:58,19978,05,32,58,EARLY MORNING
05:32:59,19979,05,32,59,EARLY MORNING
05:33:00,19980,05,33,00,EARLY MORNING
05:33:01,19981,05,33,01,EARLY MORNING
05:33:02,19982,05,33,02,EARLY MORNING
05:33:03,19983,05,33,03,EARLY MORNING
05:33:04,19984,05,33,04,EARLY MORNING
05:33:05,19985,05,33,05,EARLY MORNING
05:33:06,19986,05,33,06,EARLY MORNING
05:33:07,19987,05,33,07,EARLY MORNING
05:33:08,19988,05,33,08,EARLY MORNING
05:33:09,19989,05,33,09,EARLY MORNING
05:33:10,19990,05,33,10,EARLY MORNING
05:33:11,19991,05,33,11,EARLY MORNING
05:33:12,19992,05,33,12,EARLY MORNING
05:33:13,19993,05,33,13,EARLY MORNING
05:33:14,19994,05,33,14,EARLY MORNING
05:33:15,19995,05,33,15,EARLY MORNING
05:33:16,19996,05,33,16,EARLY MORNING
05:33:17,19997,05,33,17,EARLY MORNING
05:33:18,19998,05,33,18,EARLY MORNING
05:33:19,19999,05,33,19,EARLY MORNING
05:33:20,20000,05,33,20,EARLY MORNING
05:33:21,20001,05,33,21,EARLY MORNING
05:33:22,20002,05,33,22,EARLY MORNING
05:33:23,20003,05,33,23,EARLY MORNING
05:33:24,20004,05,33,24,EARLY MORNING
05:33:25,20005,05,33,25,EARLY MORNING
05:33:26,20006,05,33,26,EARLY MORNING
05:33:27,20007,05,33,27,EARLY MORNING
05:33:28,20008,05,33,28,EARLY MORNING
05:33:29,20009,05,33,29,EARLY MORNING
05:33:30,20010,05,33,30,EARLY MORNING
05:33:31,20011,05,33,31,EARLY MORNING
05:33:32,20012,05,33,32,EARLY MORNING
05:33:33,20013,05,33,33,EARLY MORNING
05:33:34,20014,05,33,34,EARLY MORNING
05:33:35,20015,05,33,35,EARLY MORNING
05:33:36,20016,05,33,36,EARLY MORNING
05:33:37,20017,05,33,37,EARLY MORNING
05:33:38,20018,05,33,38,EARLY MORNING
05:33:39,20019,05,33,39,EARLY MORNING
05:33:40,20020,05,33,40,EARLY MORNING
05:33:41,20021,05,33,41,EARLY MORNING
05:33:42,20022,05,33,42,EARLY MORNING
05:33:43,20023,05,33,43,EARLY MORNING
05:33:44,20024,05,33,44,EARLY MORNING
05:33:45,20025,05,33,45,EARLY MORNING
05:33:46,20026,05,33,46,EARLY MORNING
05:33:47,20027,05,33,47,EARLY MORNING
05:33:48,20028,05,33,48,EARLY MORNING
05:33:49,20029,05,33,49,EARLY MORNING
05:33:50,20030,05,33,50,EARLY MORNING
05:33:51,20031,05,33,51,EARLY MORNING
05:33:52,20032,05,33,52,EARLY MORNING
05:33:53,20033,05,33,53,EARLY MORNING
05:33:54,20034,05,33,54,EARLY MORNING
05:33:55,20035,05,33,55,EARLY MORNING
05:33:56,20036,05,33,56,EARLY MORNING
05:33:57,20037,05,33,57,EARLY MORNING
05:33:58,20038,05,33,58,EARLY MORNING
05:33:59,20039,05,33,59,EARLY MORNING
05:34:00,20040,05,34,00,EARLY MORNING
05:34:01,20041,05,34,01,EARLY MORNING
05:34:02,20042,05,34,02,EARLY MORNING
05:34:03,20043,05,34,03,EARLY MORNING
05:34:04,20044,05,34,04,EARLY MORNING
05:34:05,20045,05,34,05,EARLY MORNING
05:34:06,20046,05,34,06,EARLY MORNING
05:34:07,20047,05,34,07,EARLY MORNING
05:34:08,20048,05,34,08,EARLY MORNING
05:34:09,20049,05,34,09,EARLY MORNING
05:34:10,20050,05,34,10,EARLY MORNING
05:34:11,20051,05,34,11,EARLY MORNING
05:34:12,20052,05,34,12,EARLY MORNING
05:34:13,20053,05,34,13,EARLY MORNING
05:34:14,20054,05,34,14,EARLY MORNING
05:34:15,20055,05,34,15,EARLY MORNING
05:34:16,20056,05,34,16,EARLY MORNING
05:34:17,20057,05,34,17,EARLY MORNING
05:34:18,20058,05,34,18,EARLY MORNING
05:34:19,20059,05,34,19,EARLY MORNING
05:34:20,20060,05,34,20,EARLY MORNING
05:34:21,20061,05,34,21,EARLY MORNING
05:34:22,20062,05,34,22,EARLY MORNING
05:34:23,20063,05,34,23,EARLY MORNING
05:34:24,20064,05,34,24,EARLY MORNING
05:34:25,20065,05,34,25,EARLY MORNING
05:34:26,20066,05,34,26,EARLY MORNING
05:34:27,20067,05,34,27,EARLY MORNING
05:34:28,20068,05,34,28,EARLY MORNING
05:34:29,20069,05,34,29,EARLY MORNING
05:34:30,20070,05,34,30,EARLY MORNING
05:34:31,20071,05,34,31,EARLY MORNING
05:34:32,20072,05,34,32,EARLY MORNING
05:34:33,20073,05,34,33,EARLY MORNING
05:34:34,20074,05,34,34,EARLY MORNING
05:34:35,20075,05,34,35,EARLY MORNING
05:34:36,20076,05,34,36,EARLY MORNING
05:34:37,20077,05,34,37,EARLY MORNING
05:34:38,20078,05,34,38,EARLY MORNING
05:34:39,20079,05,34,39,EARLY MORNING
05:34:40,20080,05,34,40,EARLY MORNING
05:34:41,20081,05,34,41,EARLY MORNING
05:34:42,20082,05,34,42,EARLY MORNING
05:34:43,20083,05,34,43,EARLY MORNING
05:34:44,20084,05,34,44,EARLY MORNING
05:34:45,20085,05,34,45,EARLY MORNING
05:34:46,20086,05,34,46,EARLY MORNING
05:34:47,20087,05,34,47,EARLY MORNING
05:34:48,20088,05,34,48,EARLY MORNING
05:34:49,20089,05,34,49,EARLY MORNING
05:34:50,20090,05,34,50,EARLY MORNING
05:34:51,20091,05,34,51,EARLY MORNING
05:34:52,20092,05,34,52,EARLY MORNING
05:34:53,20093,05,34,53,EARLY MORNING
05:34:54,20094,05,34,54,EARLY MORNING
05:34:55,20095,05,34,55,EARLY MORNING
05:34:56,20096,05,34,56,EARLY MORNING
05:34:57,20097,05,34,57,EARLY MORNING
05:34:58,20098,05,34,58,EARLY MORNING
05:34:59,20099,05,34,59,EARLY MORNING
05:35:00,20100,05,35,00,EARLY MORNING
05:35:01,20101,05,35,01,EARLY MORNING
05:35:02,20102,05,35,02,EARLY MORNING
05:35:03,20103,05,35,03,EARLY MORNING
05:35:04,20104,05,35,04,EARLY MORNING
05:35:05,20105,05,35,05,EARLY MORNING
05:35:06,20106,05,35,06,EARLY MORNING
05:35:07,20107,05,35,07,EARLY MORNING
05:35:08,20108,05,35,08,EARLY MORNING
05:35:09,20109,05,35,09,EARLY MORNING
05:35:10,20110,05,35,10,EARLY MORNING
05:35:11,20111,05,35,11,EARLY MORNING
05:35:12,20112,05,35,12,EARLY MORNING
05:35:13,20113,05,35,13,EARLY MORNING
05:35:14,20114,05,35,14,EARLY MORNING
05:35:15,20115,05,35,15,EARLY MORNING
05:35:16,20116,05,35,16,EARLY MORNING
05:35:17,20117,05,35,17,EARLY MORNING
05:35:18,20118,05,35,18,EARLY MORNING
05:35:19,20119,05,35,19,EARLY MORNING
05:35:20,20120,05,35,20,EARLY MORNING
05:35:21,20121,05,35,21,EARLY MORNING
05:35:22,20122,05,35,22,EARLY MORNING
05:35:23,20123,05,35,23,EARLY MORNING
05:35:24,20124,05,35,24,EARLY MORNING
05:35:25,20125,05,35,25,EARLY MORNING
05:35:26,20126,05,35,26,EARLY MORNING
05:35:27,20127,05,35,27,EARLY MORNING
05:35:28,20128,05,35,28,EARLY MORNING
05:35:29,20129,05,35,29,EARLY MORNING
05:35:30,20130,05,35,30,EARLY MORNING
05:35:31,20131,05,35,31,EARLY MORNING
05:35:32,20132,05,35,32,EARLY MORNING
05:35:33,20133,05,35,33,EARLY MORNING
05:35:34,20134,05,35,34,EARLY MORNING
05:35:35,20135,05,35,35,EARLY MORNING
05:35:36,20136,05,35,36,EARLY MORNING
05:35:37,20137,05,35,37,EARLY MORNING
05:35:38,20138,05,35,38,EARLY MORNING
05:35:39,20139,05,35,39,EARLY MORNING
05:35:40,20140,05,35,40,EARLY MORNING
